Name;;;Group;Item;Comment;Logged;Type;LogDB;MinRaw;MaxRaw;MinEu;MaxEu;OnMsged;OnMsg;offMsged;OffMsg;;AlarmMsg;AlarmLevel;AlarmCase;AlarmConst;DeadBaund;EU;RW
vv1_41;;;vv;ПС1 В41;ПС1 В41 Петрозаводск;true;11;0;0;1;0;1;true;ПС1 В41 Включен;true;ПС1 В41 Выключен;;;0;0;0;;0;0
vv1_42;;;vv;ПС1 В42;ПС1 В42 Петрозаводск;true;11;0;0;1;0;1;true;ПС1 В42 Включен;true;ПС1 В42 Выключен;;;0;0;0;;0;0
vv2_15;;;vv;ПС2П В15;ПС2П В15 п.Концезеро;true;11;0;0;1;0;1;true;ПС2П В15 Включен;true;ПС2П В15 Выключен;;;0;0;0;;0;0
vv2_20;;;vv;ПС2П В20;ПС2П В20 п.Концезеро;true;11;0;0;1;0;1;true;ПС2П В20 Включен;true;ПС2П В20 Выключен;;;0;0;0;;0;0
vv2_13;;;vv;ПС2П В13;ПС2П В13 п.Концезеро;true;11;0;0;1;0;1;true;ПС2П В13 Включен;true;ПС2П В13 Выключен;;;0;0;0;;0;0
vv3_16;;;vv;ПС3П В16;ПС3П В16;true;11;0;0;1;0;1;true;ПС3П В16 Включен;true;ПС3П В16 Выключен;;;0;0;0;;0;0
vv3_20;;;vv;ПС3П В20;ПС3П В20;true;11;0;0;1;0;1;true;ПС3П В20 Включен;true;ПС3П В20 Выключен;;;0;0;0;;0;0
vv5_28;;;vv;ПС5 В28;ПС5 В28 ст. Деревянко;true;11;0;0;1;0;1;true;ПС5 В28 Включен;true;ПС5 В28 Выключен;;;0;0;0;;0;0
vv5_19;;;vv;ПС5 В19;ПС5 В19 ст. Деревянко;true;11;0;0;1;0;1;true;ПС5 В19 Включен;true;ПС5 В19 Выключен;;;0;0;0;;0;0
vv5_2;;;vv;ПС5 В2;ПС5 В2 ст.Пай;true;11;0;0;1;0;1;true;ПС5 В2 Включен;true;ПС5 В2 Выключен;;;0;0;0;;0;0
vv5_5;;;vv;ПС5 В5;ПС5 В5 ст.Пай;true;11;0;0;1;0;1;true;ПС5 В5 Включен;true;ПС5 В5 Выключен;;;0;0;0;;0;0
vv6_2;;;vv;ПС6 В2;ПС6 В2 ст. Пай;true;11;0;0;1;0;1;true;ПС6 В2 Включен;true;ПС6 В2 Выключен;;;0;0;0;;0;0
vv6_5;;;vv;ПС6 В5;ПС6 В5 ст. Пай;true;11;0;0;1;0;1;true;ПС6 В5 Включен;true;ПС6 В5 Выключен;;;0;0;0;;0;0
vv18_3;;;vv;ПС18П В3;ПС18П В3 г-н Бесовец;true;11;0;0;1;0;1;true;ПС18П В3 Включен;true;ПС18П В3 Выключен;;;0;0;0;;0;0
vv18_19;;;vv;ПС18П В19;ПС18П В19 г-н Бесовец;true;11;0;0;1;0;1;true;ПС18П В19 Включен;true;ПС18П В19 Выключен;;;0;0;0;;0;0
vv18_8;;;vv;ПС18П В8;ПС18П В8 г-н Бесовец;true;11;0;0;1;0;1;true;ПС18П В8 Включен;true;ПС18П В8 Выключен;;;0;0;0;;0;0
vv18_13;;;vv;ПС18П В13;ПС18П В13 г-н Бесовец;true;11;0;0;1;0;1;true;ПС18П В13 Включен;true;ПС18П В13 Выключен;;;0;0;0;;0;0
vv18_12;;;vv;ПС18П В12;ПС18П В12 г-н Бесовец;true;11;0;0;1;0;1;true;ПС18П В12 Включен;true;ПС18П В12 Выключен;;;0;0;0;;0;0
vv18_9;;;vv;ПС18П В9;ПС18П В9 г-н Бесовец;true;11;0;0;1;0;1;true;ПС18П В9 Включен;true;ПС18П В9 Выключен;;;0;0;0;;0;0
vv18_2;;;vv;ПС18П В2;ПС18П В2 г-н Бесовец;true;11;0;0;1;0;1;true;ПС18П В2 Включен;true;ПС18П В2 Выключен;;;0;0;0;;0;0
vv21_18;;;vv;ПС21 В18;ПС21 В18 Шуя;true;11;0;0;1;0;1;true;ПС21 В18 Включен;true;ПС21 В18 Выключен;;;0;0;0;;0;0
vv21_7;;;vv;ПС21 В7;ПС21 В7 Шуя;true;11;0;0;1;0;1;true;ПС21 В7 Включен;true;ПС21 В7 Выключен;;;0;0;0;;0;0
vv21_11;;;vv;ПС21 В11;ПС21 В11 Шуя;true;11;0;0;1;0;1;true;ПС21 В11 Включен;true;ПС21 В11 Выключен;;;0;0;0;;0;0
vv21_12;;;vv;ПС21 В12;ПС21 В12 Шуя;true;11;0;0;1;0;1;true;ПС21 В12 Включен;true;ПС21 В12 Выключен;;;0;0;0;;0;0
vv21_1;;;vv;ПС21 В1;ПС21 В1 Шуя;true;11;0;0;1;0;1;true;ПС21 В1 Включен;true;ПС21 В1 Выключен;;;0;0;0;;0;0
vv21_19;;;vv;ПС21 В19;ПС21 В19 Шуя;true;11;0;0;1;0;1;true;ПС21 В19 Включен;true;ПС21 В19 Выключен;;;0;0;0;;0;0
vv22_1;;;vv;ПС22П В1;ПС22П В1 д. Педасельга;true;11;0;0;1;0;1;true;ПС22П В1 Включен;true;ПС22П В1 Выключен;;;0;0;0;;0;0
vv22_13;;;vv;ПС22П В13;ПС22П В13 д. Педасельга;true;11;0;0;1;0;1;true;ПС22П В13 Включен;true;ПС22П В13 Выключен;;;0;0;0;;0;0
vv23_18;;;vv;ПС23 В18;ПС23 В18 Заозерье;true;11;0;0;1;0;1;true;ПС23 В18 Включен;true;ПС23 В18 Выключен;;;0;0;0;;0;0
vv23_15;;;vv;ПС23 В15;ПС23 В15 ???В5;true;11;0;0;1;0;1;true;ПС23 В15 Включен;true;ПС23 В15 Выключен;;;0;0;0;;0;0
vv23_16;;;vv;ПС23 В16;ПС23 В16 Заозерье;true;11;0;0;1;0;1;true;ПС23 В16 Включен;true;ПС23 В16 Выключен;;;0;0;0;;0;0
vv23_6;;;vv;ПС23 В6;ПС23 В6 Заозерье;true;11;0;0;1;0;1;true;ПС23 В6 Включен;true;ПС23 В6 Выключен;;;0;0;0;;0;0
vv38_1;;;vv;ПС38П В1;ПС38П В1 Лососиное;true;11;0;0;1;0;1;true;ПС38П В1 Включен;true;ПС38П В1 Выключен;;;0;0;0;;0;0
vv38_2;;;vv;ПС38П В2;ПС38П В2 Лососиное;true;11;0;0;1;0;1;true;ПС38П В2 Включен;true;ПС38П В2 Выключен;;;0;0;0;;0;0
vv46_19;;;vv;ПС46П В19;ПС46П В19 п. Птицефабрика;true;11;0;0;1;0;1;true;ПС46П В19 Включен;true;ПС46П В19 Выключен;;;0;0;0;;0;0
vv46_20;;;vv;ПС46П В20;ПС46П В20 п. Птицефабрика;true;11;0;0;1;0;1;true;ПС46П В20 Включен;true;ПС46П В20 Выключен;;;0;0;0;;0;0
vv48_12;;;vv;ПС48П В12;ПС48П В12 Южная промзона;true;11;0;0;1;0;1;true;ПС48П В12 Включен;true;ПС48П В12 Выключен;;;0;0;0;;0;0
vv48_7;;;vv;ПС48П В7;ПС48П В7 Южная промзона;true;11;0;0;1;0;1;true;ПС48П В7 Включен;true;ПС48П В7 Выключен;;;0;0;0;;0;0
vv52_5;;;vv;ПС52п В5;ПС52п В5 Мелиоративный;true;11;0;0;1;0;1;true;ПС52п В5 Включен;true;ПС52п В5 Выключен;;;0;0;0;;0;0
vv52_13;;;vv;ПС52п В13;ПС52п В13 Мелиоративный;true;11;0;0;1;0;1;true;ПС52п В13 Включен;true;ПС52п В13 Выключен;;;0;0;0;;0;0
vv52_2;;;vv;ПС52п В2;ПС52п В2 Мелиоративный;true;11;0;0;1;0;1;true;ПС52п В2 Включен;true;ПС52п В2 Выключен;;;0;0;0;;0;0
vv52_12;;;vv;ПС52п В12;ПС52п В12 Мелиоративный;true;11;0;0;1;0;1;true;ПС52п В12 Включен;true;ПС52п В12 Выключен;;;0;0;0;;0;0
vv78_2;;;vv;ПС78 В2;ПС78 В2 г.Медвежегорск;true;11;0;0;1;0;1;true;ПС78 В2 Включен;true;ПС78 В2 Выключен;;;0;0;0;;0;0
vv82_3;;;vv;ПС82 В3;ПС82 В3 Ладва-Ветка (ЭЧ 9);true;11;0;0;1;0;1;true;ПС82 В3 Включен;true;ПС82 В3 Выключен;;;0;0;0;;0;0
vv82_4;;;vv;ПС82 В4;ПС82 В4 Ладва-Ветка (ЭЧ 9);true;11;0;0;1;0;1;true;ПС82 В4 Включен;true;ПС82 В4 Выключен;;;0;0;0;;0;0
vv82_11;;;vv;ПС82 В11;ПС82 В11 Ладва-Ветка (ЭЧ 9);true;11;0;0;1;0;1;true;ПС82 В11 Включен;true;ПС82 В11 Выключен;;;0;0;0;;0;0
vv82_10;;;vv;ПС82 В10;ПС82 В10 Ладва-Ветка (ЭЧ 9);true;11;0;0;1;0;1;true;ПС82 В10 Включен;true;ПС82 В10 Выключен;;;0;0;0;;0;0
vv71_4_6;;;vv;ПС71 В4.6;ПС71 В4.6 ;true;11;0;0;1;0;1;true;ПС71 В4.6 Включен;true;ПС71 В4.6 Выключен;;;0;0;0;;0;0
vv71_3_6;;;vv;ПС71 В3.6;ПС71 В3.6 ;true;11;0;0;1;0;1;true;ПС71 В3.6 Включен;true;ПС71 В3.6 Выключен;;;0;0;0;;0;0
vv71_3_4;;;vv;ПС71 В3.4;ПС71 В3.4 ;true;11;0;0;1;0;1;true;ПС71 В3.4 Включен;true;ПС71 В3.4 Выключен;;;0;0;0;;0;0
vv71_1_3;;;vv;ПС71 В1.3;ПС71 В1.3 ;true;11;0;0;1;0;1;true;ПС71 В1.3 Включен;true;ПС71 В1.3 Выключен;;;0;0;0;;0;0
vv71_2_7;;;vv;ПС71 В2.7;ПС71 В2.7 ;true;11;0;0;1;0;1;true;ПС71 В2.7 Включен;true;ПС71 В2.7 Выключен;;;0;0;0;;0;0
vv71_4_3;;;vv;ПС71 В4.3;ПС71 В4.3 ;true;11;0;0;1;0;1;true;ПС71 В4.3 Включен;true;ПС71 В4.3 Выключен;;;0;0;0;;0;0
vv71_4_5;;;vv;ПС71 В4.5;ПС71 В4.5 ;true;11;0;0;1;0;1;true;ПС71 В4.5 Включен;true;ПС71 В4.5 Выключен;;;0;0;0;;0;0
vv71_3_7;;;vv;ПС71 В3.7;ПС71 В3.7 ;true;11;0;0;1;0;1;true;ПС71 В3.7 Включен;true;ПС71 В3.7 Выключен;;;0;0;0;;0;0
vv1_41gr;;;vv;ПС1 В41;ПС1 В41 Петрозаводск;true;11;0;0;1;0;1;true;ПС1 В41 Заземлен;true;ПС1 В41 Не заземлен;;;0;0;0;;0;0
vv1_42gr;;;vv;ПС1 В42;ПС1 В42 Петрозаводск;true;11;0;0;1;0;1;true;ПС1 В42 Заземлен;true;ПС1 В42 Не заземлен;;;0;0;0;;0;0
vv2_15gr;;;vv;ПС2П В15;ПС2П В15 п.Концезеро;true;11;0;0;1;0;1;true;ПС2П В15 Заземлен;true;ПС2П В15 Не заземлен;;;0;0;0;;0;0
vv2_20gr;;;vv;ПС2П В20;ПС2П В20 п.Концезеро;true;11;0;0;1;0;1;true;ПС2П В20 Заземлен;true;ПС2П В20 Не заземлен;;;0;0;0;;0;0
vv2_13gr;;;vv;ПС2П В13;ПС2П В13 п.Концезеро;true;11;0;0;1;0;1;true;ПС2П В13 Заземлен;true;ПС2П В13 Не заземлен;;;0;0;0;;0;0
vv5_17gr;;;vv;ПС5 В17;ПС5 В17 ст. Деревянко;true;11;0;0;1;0;1;true;ПС5 В17 Заземлен;true;ПС5 В17 Не заземлен;;;0;0;0;;0;0
vv5_27gr;;;vv;ПС5 В27;ПС5 В27 ст. Деревянко;true;11;0;0;1;0;1;true;ПС5 В27 Заземлен;true;ПС5 В27 Не заземлен;;;0;0;0;;0;0
vv5_28gr;;;vv;ПС5 В28;ПС5 В28 ст. Деревянко;true;11;0;0;1;0;1;true;ПС5 В28 Заземлен;true;ПС5 В28 Не заземлен;;;0;0;0;;0;0
vv5_19gr;;;vv;ПС5 В19;ПС5 В19 ст. Деревянко;true;11;0;0;1;0;1;true;ПС5 В19 Заземлен;true;ПС5 В19 Не заземлен;;;0;0;0;;0;0
vv5_2gr;;;vv;ПС5 В2;ПС5 В2 ст.Пай;true;11;0;0;1;0;1;true;ПС5 В2 Заземлен;true;ПС5 В2 Не заземлен;;;0;0;0;;0;0
vv5_5gr;;;vv;ПС5 В5;ПС5 В5 ст.Пай;true;11;0;0;1;0;1;true;ПС5 В5 Заземлен;true;ПС5 В5 Не заземлен;;;0;0;0;;0;0
vv18_3gr;;;vv;ПС18П В3;ПС18П В3 г-н Бесовец;true;11;0;0;1;0;1;true;ПС18П В3 Заземлен;true;ПС18П В3 Не заземлен;;;0;0;0;;0;0
vv18_19gr;;;vv;ПС18П В19;ПС18П В19 г-н Бесовец;true;11;0;0;1;0;1;true;ПС18П В19 Заземлен;true;ПС18П В19 Не заземлен;;;0;0;0;;0;0
vv18_8gr;;;vv;ПС18П В8;ПС18П В8 г-н Бесовец;true;11;0;0;1;0;1;true;ПС18П В8 Заземлен;true;ПС18П В8 Не заземлен;;;0;0;0;;0;0
vv18_13gr;;;vv;ПС18П В13;ПС18П В13 г-н Бесовец;true;11;0;0;1;0;1;true;ПС18П В13 Заземлен;true;ПС18П В13 Не заземлен;;;0;0;0;;0;0
vv18_12gr;;;vv;ПС18П В12;ПС18П В12 г-н Бесовец;true;11;0;0;1;0;1;true;ПС18П В12 Заземлен;true;ПС18П В12 Не заземлен;;;0;0;0;;0;0
vv18_9gr;;;vv;ПС18П В9;ПС18П В9 г-н Бесовец;true;11;0;0;1;0;1;true;ПС18П В9 Заземлен;true;ПС18П В9 Не заземлен;;;0;0;0;;0;0
vv18_2gr;;;vv;ПС18П В2;ПС18П В2 г-н Бесовец;true;11;0;0;1;0;1;true;ПС18П В2 Заземлен;true;ПС18П В2 Не заземлен;;;0;0;0;;0;0
vv21_18gr;;;vv;ПС21 В18;ПС21 В18 Шуя;true;11;0;0;1;0;1;true;ПС21 В18 Заземлен;true;ПС21 В18 Не заземлен;;;0;0;0;;0;0
vv21_7gr;;;vv;ПС21 В7;ПС21 В7 Шуя;true;11;0;0;1;0;1;true;ПС21 В7 Заземлен;true;ПС21 В7 Не заземлен;;;0;0;0;;0;0
vv21_11gr;;;vv;ПС21 В11;ПС21 В11 Шуя;true;11;0;0;1;0;1;true;ПС21 В11 Заземлен;true;ПС21 В11 Не заземлен;;;0;0;0;;0;0
vv21_12gr;;;vv;ПС21 В12;ПС21 В12 Шуя;true;11;0;0;1;0;1;true;ПС21 В12 Заземлен;true;ПС21 В12 Не заземлен;;;0;0;0;;0;0
vv21_1gr;;;vv;ПС21 В1;ПС21 В1 Шуя;true;11;0;0;1;0;1;true;ПС21 В1 Заземлен;true;ПС21 В1 Не заземлен;;;0;0;0;;0;0
vv21_19gr;;;vv;ПС21 В19;ПС21 В19 Шуя;true;11;0;0;1;0;1;true;ПС21 В19 Заземлен;true;ПС21 В19 Не заземлен;;;0;0;0;;0;0
vv22_1gr;;;vv;ПС22П В1;ПС22П В1 д. Педасельга;true;11;0;0;1;0;1;true;ПС22П В1 Заземлен;true;ПС22П В1 Не заземлен;;;0;0;0;;0;0
vv22_13gr;;;vv;ПС22П В13;ПС22П В13 д. Педасельга;true;11;0;0;1;0;1;true;ПС22П В13 Заземлен;true;ПС22П В13 Не заземлен;;;0;0;0;;0;0
vv23_18gr;;;vv;ПС23 В18;ПС23 В18 Заозерье;true;11;0;0;1;0;1;true;ПС23 В18 Заземлен;true;ПС23 В18 Не заземлен;;;0;0;0;;0;0
vv23_15gr;;;vv;ПС23 В15;ПС23 В15 ???В5;true;11;0;0;1;0;1;true;ПС23 В15 Заземлен;true;ПС23 В15 Не заземлен;;;0;0;0;;0;0
vv23_16gr;;;vv;ПС23 В16;ПС23 В16 Заозерье;true;11;0;0;1;0;1;true;ПС23 В16 Заземлен;true;ПС23 В16 Не заземлен;;;0;0;0;;0;0
vv23_6gr;;;vv;ПС23 В6;ПС23 В6 Заозерье;true;11;0;0;1;0;1;true;ПС23 В6 Заземлен;true;ПС23 В6 Не заземлен;;;0;0;0;;0;0
vv38_1gr;;;vv;ПС38П В1;ПС38П В1 Лососиное;true;11;0;0;1;0;1;true;ПС38П В1 Заземлен;true;ПС38П В1 Не заземлен;;;0;0;0;;0;0
vv38_2gr;;;vv;ПС38П В2;ПС38П В2 Лососиное;true;11;0;0;1;0;1;true;ПС38П В2 Заземлен;true;ПС38П В2 Не заземлен;;;0;0;0;;0;0
vv46_19gr;;;vv;ПС46П В19;ПС46П В19 п. Птицефабрика;true;11;0;0;1;0;1;true;ПС46П В19 Заземлен;true;ПС46П В19 Не заземлен;;;0;0;0;;0;0
vv46_20gr;;;vv;ПС46П В20;ПС46П В20 п. Птицефабрика;true;11;0;0;1;0;1;true;ПС46П В20 Заземлен;true;ПС46П В20 Не заземлен;;;0;0;0;;0;0
vv48_12gr;;;vv;ПС48П В12;ПС48П В12 Южная промзона;true;11;0;0;1;0;1;true;ПС48П В12 Заземлен;true;ПС48П В12 Не заземлен;;;0;0;0;;0;0
vv48_7gr;;;vv;ПС48П В7;ПС48П В7 Южная промзона;true;11;0;0;1;0;1;true;ПС48П В7 Заземлен;true;ПС48П В7 Не заземлен;;;0;0;0;;0;0
vv52_5gr;;;vv;ПС52п В5;ПС52п В5 Мелиоративный;true;11;0;0;1;0;1;true;ПС52п В5 Заземлен;true;ПС52п В5 Не заземлен;;;0;0;0;;0;0
vv52_13gr;;;vv;ПС52п В13;ПС52п В13 Мелиоративный;true;11;0;0;1;0;1;true;ПС52п В13 Заземлен;true;ПС52п В13 Не заземлен;;;0;0;0;;0;0
vv52_2gr;;;vv;ПС52п В2;ПС52п В2 Мелиоративный;true;11;0;0;1;0;1;true;ПС52п В2 Заземлен;true;ПС52п В2 Не заземлен;;;0;0;0;;0;0
vv52_12gr;;;vv;ПС52п В12;ПС52п В12 Мелиоративный;true;11;0;0;1;0;1;true;ПС52п В12 Заземлен;true;ПС52п В12 Не заземлен;;;0;0;0;;0;0
vv78_2gr;;;vv;ПС78 В2;ПС78 В2 г.Медвежегорск;true;11;0;0;1;0;1;true;ПС78 В2 Заземлен;true;ПС78 В2 Не заземлен;;;0;0;0;;0;0
vv82_3gr;;;vv;ПС82 В3;ПС82 В3 Ладва-Ветка (ЭЧ 9);true;11;0;0;1;0;1;true;ПС82 В3 Заземлен;true;ПС82 В3 Не заземлен;;;0;0;0;;0;0
vv82_4gr;;;vv;ПС82 В4;ПС82 В4 Ладва-Ветка (ЭЧ 9);true;11;0;0;1;0;1;true;ПС82 В4 Заземлен;true;ПС82 В4 Не заземлен;;;0;0;0;;0;0
vv82_11gr;;;vv;ПС82 В11;ПС82 В11 Ладва-Ветка (ЭЧ 9);true;11;0;0;1;0;1;true;ПС82 В11 Заземлен;true;ПС82 В11 Не заземлен;;;0;0;0;;0;0
vv82_10gr;;;vv;ПС82 В10;ПС82 В10 Ладва-Ветка (ЭЧ 9);true;11;0;0;1;0;1;true;ПС82 В10 Заземлен;true;ПС82 В10 Не заземлен;;;0;0;0;;0;0
vv71_4_6gr;;;vv;ПС71 В4.6;ПС71 В4.6 ;true;11;0;0;1;0;1;true;ПС71 В4.6 Заземлен;true;ПС71 В4.6 Не заземлен;;;0;0;0;;0;0
vv71_3_6gr;;;vv;ПС71 В3.6;ПС71 В3.6 ;true;11;0;0;1;0;1;true;ПС71 В3.6 Заземлен;true;ПС71 В3.6 Не заземлен;;;0;0;0;;0;0
vv71_3_4gr;;;vv;ПС71 В3.4;ПС71 В3.4 ;true;11;0;0;1;0;1;true;ПС71 В3.4 Заземлен;true;ПС71 В3.4 Не заземлен;;;0;0;0;;0;0
vv71_1_3gr;;;vv;ПС71 В1.3;ПС71 В1.3 ;true;11;0;0;1;0;1;true;ПС71 В1.3 Заземлен;true;ПС71 В1.3 Не заземлен;;;0;0;0;;0;0
vv71_2_7gr;;;vv;ПС71 В2.7;ПС71 В2.7 ;true;11;0;0;1;0;1;true;ПС71 В2.7 Заземлен;true;ПС71 В2.7 Не заземлен;;;0;0;0;;0;0
vv71_4_3gr;;;vv;ПС71 В4.3;ПС71 В4.3 ;true;11;0;0;1;0;1;true;ПС71 В4.3 Заземлен;true;ПС71 В4.3 Не заземлен;;;0;0;0;;0;0
vv71_4_5gr;;;vv;ПС71 В4.5;ПС71 В4.5 ;true;11;0;0;1;0;1;true;ПС71 В4.5 Заземлен;true;ПС71 В4.5 Не заземлен;;;0;0;0;;0;0
vv71_3_7gr;;;vv;ПС71 В3.7;ПС71 В3.7 ;true;11;0;0;1;0;1;true;ПС71 В3.7 Заземлен;true;ПС71 В3.7 Не заземлен;;;0;0;0;;0;0
vv1_41sh;;;vv;ПС1 В41;ПС1 В41 Петрозаводск;true;11;0;0;1;0;1;true;ПС1 В41 Зашунтирован;true;ПС1 В41 Не зашунтирован;;;0;0;0;;0;0
vv1_42sh;;;vv;ПС1 В42;ПС1 В42 Петрозаводск;true;11;0;0;1;0;1;true;ПС1 В42 Зашунтирован;true;ПС1 В42 Не зашунтирован;;;0;0;0;;0;0
vv2_15sh;;;vv;ПС2П В15;ПС2П В15 п.Концезеро;true;11;0;0;1;0;1;true;ПС2П В15 Зашунтирован;true;ПС2П В15 Не зашунтирован;;;0;0;0;;0;0
vv2_20sh;;;vv;ПС2П В20;ПС2П В20 п.Концезеро;true;11;0;0;1;0;1;true;ПС2П В20 Зашунтирован;true;ПС2П В20 Не зашунтирован;;;0;0;0;;0;0
vv2_13sh;;;vv;ПС2П В13;ПС2П В13 п.Концезеро;true;11;0;0;1;0;1;true;ПС2П В13 Зашунтирован;true;ПС2П В13 Не зашунтирован;;;0;0;0;;0;0
vv5_17sh;;;vv;ПС5 В17;ПС5 В17 ст. Деревянко;true;11;0;0;1;0;1;true;ПС5 В17 Зашунтирован;true;ПС5 В17 Не зашунтирован;;;0;0;0;;0;0
vv5_27sh;;;vv;ПС5 В27;ПС5 В27 ст. Деревянко;true;11;0;0;1;0;1;true;ПС5 В27 Зашунтирован;true;ПС5 В27 Не зашунтирован;;;0;0;0;;0;0
vv5_28sh;;;vv;ПС5 В28;ПС5 В28 ст. Деревянко;true;11;0;0;1;0;1;true;ПС5 В28 Зашунтирован;true;ПС5 В28 Не зашунтирован;;;0;0;0;;0;0
vv5_19sh;;;vv;ПС5 В19;ПС5 В19 ст. Деревянко;true;11;0;0;1;0;1;true;ПС5 В19 Зашунтирован;true;ПС5 В19 Не зашунтирован;;;0;0;0;;0;0
vv5_2sh;;;vv;ПС5 В2;ПС5 В2 ст.Пай;true;11;0;0;1;0;1;true;ПС5 В2 Зашунтирован;true;ПС5 В2 Не зашунтирован;;;0;0;0;;0;0
vv5_5sh;;;vv;ПС5 В5;ПС5 В5 ст.Пай;true;11;0;0;1;0;1;true;ПС5 В5 Зашунтирован;true;ПС5 В5 Не зашунтирован;;;0;0;0;;0;0
vv18_3sh;;;vv;ПС18П В3;ПС18П В3 г-н Бесовец;true;11;0;0;1;0;1;true;ПС18П В3 Зашунтирован;true;ПС18П В3 Не зашунтирован;;;0;0;0;;0;0
vv18_19sh;;;vv;ПС18П В19;ПС18П В19 г-н Бесовец;true;11;0;0;1;0;1;true;ПС18П В19 Зашунтирован;true;ПС18П В19 Не зашунтирован;;;0;0;0;;0;0
vv18_8sh;;;vv;ПС18П В8;ПС18П В8 г-н Бесовец;true;11;0;0;1;0;1;true;ПС18П В8 Зашунтирован;true;ПС18П В8 Не зашунтирован;;;0;0;0;;0;0
vv18_13sh;;;vv;ПС18П В13;ПС18П В13 г-н Бесовец;true;11;0;0;1;0;1;true;ПС18П В13 Зашунтирован;true;ПС18П В13 Не зашунтирован;;;0;0;0;;0;0
