Name;;;Group;Item;Comment;Logged;Type;LogDB;MinRaw;MaxRaw;MinEu;MaxEu;OnMsged;OnMsg;offMsged;OffMsg;;AlarmMsg;AlarmLevel;AlarmCase;AlarmConst;DeadBaund;EU;RW
vv18_12sh;;;vv;ПС18П В12;ПС18П В12 г-н Бесовец;true;11;0;0;1;0;1;true;ПС18П В12 Зашунтирован;true;ПС18П В12 Не зашунтирован;;;0;0;0;;0;0
vv18_9sh;;;vv;ПС18П В9;ПС18П В9 г-н Бесовец;true;11;0;0;1;0;1;true;ПС18П В9 Зашунтирован;true;ПС18П В9 Не зашунтирован;;;0;0;0;;0;0
vv18_2sh;;;vv;ПС18П В2;ПС18П В2 г-н Бесовец;true;11;0;0;1;0;1;true;ПС18П В2 Зашунтирован;true;ПС18П В2 Не зашунтирован;;;0;0;0;;0;0
vv21_18sh;;;vv;ПС21 В18;ПС21 В18 Шуя;true;11;0;0;1;0;1;true;ПС21 В18 Зашунтирован;true;ПС21 В18 Не зашунтирован;;;0;0;0;;0;0
vv21_7sh;;;vv;ПС21 В7;ПС21 В7 Шуя;true;11;0;0;1;0;1;true;ПС21 В7 Зашунтирован;true;ПС21 В7 Не зашунтирован;;;0;0;0;;0;0
vv21_11sh;;;vv;ПС21 В11;ПС21 В11 Шуя;true;11;0;0;1;0;1;true;ПС21 В11 Зашунтирован;true;ПС21 В11 Не зашунтирован;;;0;0;0;;0;0
vv21_12sh;;;vv;ПС21 В12;ПС21 В12 Шуя;true;11;0;0;1;0;1;true;ПС21 В12 Зашунтирован;true;ПС21 В12 Не зашунтирован;;;0;0;0;;0;0
vv21_1sh;;;vv;ПС21 В1;ПС21 В1 Шуя;true;11;0;0;1;0;1;true;ПС21 В1 Зашунтирован;true;ПС21 В1 Не зашунтирован;;;0;0;0;;0;0
vv21_19sh;;;vv;ПС21 В19;ПС21 В19 Шуя;true;11;0;0;1;0;1;true;ПС21 В19 Зашунтирован;true;ПС21 В19 Не зашунтирован;;;0;0;0;;0;0
vv22_1sh;;;vv;ПС22П В1;ПС22П В1 д. Педасельга;true;11;0;0;1;0;1;true;ПС22П В1 Зашунтирован;true;ПС22П В1 Не зашунтирован;;;0;0;0;;0;0
vv22_13sh;;;vv;ПС22П В13;ПС22П В13 д. Педасельга;true;11;0;0;1;0;1;true;ПС22П В13 Зашунтирован;true;ПС22П В13 Не зашунтирован;;;0;0;0;;0;0
vv23_18sh;;;vv;ПС23 В18;ПС23 В18 Заозерье;true;11;0;0;1;0;1;true;ПС23 В18 Зашунтирован;true;ПС23 В18 Не зашунтирован;;;0;0;0;;0;0
vv23_15sh;;;vv;ПС23 В15;ПС23 В15 ???В5;true;11;0;0;1;0;1;true;ПС23 В15 Зашунтирован;true;ПС23 В15 Не зашунтирован;;;0;0;0;;0;0
vv23_16sh;;;vv;ПС23 В16;ПС23 В16 Заозерье;true;11;0;0;1;0;1;true;ПС23 В16 Зашунтирован;true;ПС23 В16 Не зашунтирован;;;0;0;0;;0;0
vv23_6sh;;;vv;ПС23 В6;ПС23 В6 Заозерье;true;11;0;0;1;0;1;true;ПС23 В6 Зашунтирован;true;ПС23 В6 Не зашунтирован;;;0;0;0;;0;0
vv38_1sh;;;vv;ПС38П В1;ПС38П В1 Лососиное;true;11;0;0;1;0;1;true;ПС38П В1 Зашунтирован;true;ПС38П В1 Не зашунтирован;;;0;0;0;;0;0
vv38_2sh;;;vv;ПС38П В2;ПС38П В2 Лососиное;true;11;0;0;1;0;1;true;ПС38П В2 Зашунтирован;true;ПС38П В2 Не зашунтирован;;;0;0;0;;0;0
vv46_19sh;;;vv;ПС46П В19;ПС46П В19 п. Птицефабрика;true;11;0;0;1;0;1;true;ПС46П В19 Зашунтирован;true;ПС46П В19 Не зашунтирован;;;0;0;0;;0;0
vv46_20sh;;;vv;ПС46П В20;ПС46П В20 п. Птицефабрика;true;11;0;0;1;0;1;true;ПС46П В20 Зашунтирован;true;ПС46П В20 Не зашунтирован;;;0;0;0;;0;0
vv48_12sh;;;vv;ПС48П В12;ПС48П В12 Южная промзона;true;11;0;0;1;0;1;true;ПС48П В12 Зашунтирован;true;ПС48П В12 Не зашунтирован;;;0;0;0;;0;0
vv48_7sh;;;vv;ПС48П В7;ПС48П В7 Южная промзона;true;11;0;0;1;0;1;true;ПС48П В7 Зашунтирован;true;ПС48П В7 Не зашунтирован;;;0;0;0;;0;0
vv52_5sh;;;vv;ПС52п В5;ПС52п В5 Мелиоративный;true;11;0;0;1;0;1;true;ПС52п В5 Зашунтирован;true;ПС52п В5 Не зашунтирован;;;0;0;0;;0;0
vv52_13sh;;;vv;ПС52п В13;ПС52п В13 Мелиоративный;true;11;0;0;1;0;1;true;ПС52п В13 Зашунтирован;true;ПС52п В13 Не зашунтирован;;;0;0;0;;0;0
vv52_2sh;;;vv;ПС52п В2;ПС52п В2 Мелиоративный;true;11;0;0;1;0;1;true;ПС52п В2 Зашунтирован;true;ПС52п В2 Не зашунтирован;;;0;0;0;;0;0
vv52_12sh;;;vv;ПС52п В12;ПС52п В12 Мелиоративный;true;11;0;0;1;0;1;true;ПС52п В12 Зашунтирован;true;ПС52п В12 Не зашунтирован;;;0;0;0;;0;0
vv78_2sh;;;vv;ПС78 В2;ПС78 В2 г.Медвежегорск;true;11;0;0;1;0;1;true;ПС78 В2 Зашунтирован;true;ПС78 В2 Не зашунтирован;;;0;0;0;;0;0
vv82_3sh;;;vv;ПС82 В3;ПС82 В3 Ладва-Ветка (ЭЧ 9);true;11;0;0;1;0;1;true;ПС82 В3 Зашунтирован;true;ПС82 В3 Не зашунтирован;;;0;0;0;;0;0
vv82_4sh;;;vv;ПС82 В4;ПС82 В4 Ладва-Ветка (ЭЧ 9);true;11;0;0;1;0;1;true;ПС82 В4 Зашунтирован;true;ПС82 В4 Не зашунтирован;;;0;0;0;;0;0
vv82_11sh;;;vv;ПС82 В11;ПС82 В11 Ладва-Ветка (ЭЧ 9);true;11;0;0;1;0;1;true;ПС82 В11 Зашунтирован;true;ПС82 В11 Не зашунтирован;;;0;0;0;;0;0
vv82_10sh;;;vv;ПС82 В10;ПС82 В10 Ладва-Ветка (ЭЧ 9);true;11;0;0;1;0;1;true;ПС82 В10 Зашунтирован;true;ПС82 В10 Не зашунтирован;;;0;0;0;;0;0
vv71_4_6sh;;;vv;ПС71 В4.6;ПС71 В4.6 ;true;11;0;0;1;0;1;true;ПС71 В4.6 Зашунтирован;true;ПС71 В4.6 Не зашунтирован;;;0;0;0;;0;0
vv71_3_6sh;;;vv;ПС71 В3.6;ПС71 В3.6 ;true;11;0;0;1;0;1;true;ПС71 В3.6 Зашунтирован;true;ПС71 В3.6 Не зашунтирован;;;0;0;0;;0;0
vv71_3_4sh;;;vv;ПС71 В3.4;ПС71 В3.4 ;true;11;0;0;1;0;1;true;ПС71 В3.4 Зашунтирован;true;ПС71 В3.4 Не зашунтирован;;;0;0;0;;0;0
vv71_1_3sh;;;vv;ПС71 В1.3;ПС71 В1.3 ;true;11;0;0;1;0;1;true;ПС71 В1.3 Зашунтирован;true;ПС71 В1.3 Не зашунтирован;;;0;0;0;;0;0
vv71_2_7sh;;;vv;ПС71 В2.7;ПС71 В2.7 ;true;11;0;0;1;0;1;true;ПС71 В2.7 Зашунтирован;true;ПС71 В2.7 Не зашунтирован;;;0;0;0;;0;0
vv71_4_3sh;;;vv;ПС71 В4.3;ПС71 В4.3 ;true;11;0;0;1;0;1;true;ПС71 В4.3 Зашунтирован;true;ПС71 В4.3 Не зашунтирован;;;0;0;0;;0;0
vv71_4_5sh;;;vv;ПС71 В4.5;ПС71 В4.5 ;true;11;0;0;1;0;1;true;ПС71 В4.5 Зашунтирован;true;ПС71 В4.5 Не зашунтирован;;;0;0;0;;0;0
vv71_3_7sh;;;vv;ПС71 В3.7;ПС71 В3.7 ;true;11;0;0;1;0;1;true;ПС71 В3.7 Зашунтирован;true;ПС71 В3.7 Не зашунтирован;;;0;0;0;;0;0
vv3_16gr;;;vv;ПС3П В16;ПС3П В16;true;11;0;0;1;0;1;true;ПС3П В16 Заземлен;true;ПС3П В16 Не заземлен;;;0;0;0;;0;0
vv3_20gr;;;vv;ПС3П В20;ПС3П В20;true;11;0;0;1;0;1;true;ПС3П В20 Заземлен;true;ПС3П В20 Не заземлен;;;0;0;0;;0;0
vv6_2gr;;;vv;ПС6 В2;ПС6 В2 ст. Пай;true;11;0;0;1;0;1;true;ПС6 В2 Заземлен;true;ПС6 В2 Не заземлен;;;0;0;0;;0;0
vv6_5gr;;;vv;ПС6 В5;ПС6 В5 ст. Пай;true;11;0;0;1;0;1;true;ПС6 В5 Заземлен;true;ПС6 В5 Не заземлен;;;0;0;0;;0;0
vv3_16sh;;;vv;ПС3П В16;ПС3П В16;true;11;0;0;1;0;1;true;ПС3П В16 Зашунтирован;true;ПС3П В16 Не Зашунтирован;;;0;0;0;;0;0
vv3_20sh;;;vv;ПС3П В20;ПС3П В20;true;11;0;0;1;0;1;true;ПС3П В20 Зашунтирован;true;ПС3П В20 Не Зашунтирован;;;0;0;0;;0;0
vv6_2sh;;;vv;ПС6 В2;ПС6 В2 ст. Пай;true;11;0;0;1;0;1;true;ПС6 В2 Зашунтирован;true;ПС6 В2 Не Зашунтирован;;;0;0;0;;0;0
vv6_5sh;;;vv;ПС6 В5;ПС6 В5 ст. Пай;true;11;0;0;1;0;1;true;ПС6 В5 Зашунтирован;true;ПС6 В5 Не Зашунтирован;;;0;0;0;;0;0
vv18;;;vv;ВВ18;Л-21-8 ПКС В18;true;11;0;0;1;0;1;true;vv18 Включен;true;vv18 Выключен;;;0;0;0;;0;0
vv18gr;;;vv;ВВ18;Л-21-8 ПКС В18;true;11;0;0;1;0;1;true;vv18gr Заземлен;true;vv18gr Не заземлен;;;0;0;0;;0;0
vv18sh;;;vv;ВВ18;Л-21-8 ПКС В18;true;11;0;0;1;0;1;true;vv18sh Зашунтирован;true;vv18sh Не зашунтирован;;;0;0;0;;0;0
vv79_18;79;18;vv;ПС79 В18;ПС79 В18;true;11;0;0;1;0;1;true;ПС79 В18 Включен;true;ПС79 В18 Выключен;;;0;0;0;;0;0
vv79_18gr;;;vv;ПС79 В18;ПС79 В18;true;11;0;0;1;0;1;true;ПС79 В18 Заземлен;true;ПС79 В18 Не заземлен;;;0;0;0;;0;0
vv79_18sh;;;vv;ПС79 В18;ПС79 В18;true;11;0;0;1;0;1;true;ПС79 В18 Зашунтирован;true;ПС79 В18 Не зашунтирован;;;0;0;0;;0;0
vv71_3_7;71;3_7;vv;ПС71 В3_7;ПС71 В3_7;true;11;0;0;1;0;1;true;ПС71 В3_7 Включен;true;ПС71 В3_7 Выключен;;;0;0;0;;0;0
vv71_3_7gr;;;vv;ПС71 В3_7;ПС71 В3_7;true;11;0;0;1;0;1;true;ПС71 В3_7 Заземлен;true;ПС71 В3_7 Не заземлен;;;0;0;0;;0;0
vv71_3_7sh;;;vv;ПС71 В3_7;ПС71 В3_7;true;11;0;0;1;0;1;true;ПС71 В3_7 Зашунтирован;true;ПС71 В3_7 Не зашунтирован;;;0;0;0;;0;0
vv71_4_6;71;4_6;vv;ПС71 В4_6;ПС71 В4_6;true;11;0;0;1;0;1;true;ПС71 В4_6 Включен;true;ПС71 В4_6 Выключен;;;0;0;0;;0;0
vv71_4_6gr;;;vv;ПС71 В4_6;ПС71 В4_6;true;11;0;0;1;0;1;true;ПС71 В4_6 Заземлен;true;ПС71 В4_6 Не заземлен;;;0;0;0;;0;0
vv71_4_6sh;;;vv;ПС71 В4_6;ПС71 В4_6;true;11;0;0;1;0;1;true;ПС71 В4_6 Зашунтирован;true;ПС71 В4_6 Не зашунтирован;;;0;0;0;;0;0
vv71_1_3;71;1_3;vv;ПС71 В1_3;ПС71 В1_3;true;11;0;0;1;0;1;true;ПС71 В1_3 Включен;true;ПС71 В1_3 Выключен;;;0;0;0;;0;0
vv71_1_3gr;;;vv;ПС71 В1_3;ПС71 В1_3;true;11;0;0;1;0;1;true;ПС71 В1_3 Заземлен;true;ПС71 В1_3 Не заземлен;;;0;0;0;;0;0
vv71_1_3sh;;;vv;ПС71 В1_3;ПС71 В1_3;true;11;0;0;1;0;1;true;ПС71 В1_3 Зашунтирован;true;ПС71 В1_3 Не зашунтирован;;;0;0;0;;0;0
vv71_2_7;71;2_7;vv;ПС71 В2_7;ПС71 В2_7;true;11;0;0;1;0;1;true;ПС71 В2_7 Включен;true;ПС71 В2_7 Выключен;;;0;0;0;;0;0
vv71_2_7gr;;;vv;ПС71 В2_7;ПС71 В2_7;true;11;0;0;1;0;1;true;ПС71 В2_7 Заземлен;true;ПС71 В2_7 Не заземлен;;;0;0;0;;0;0
vv71_2_7sh;;;vv;ПС71 В2_7;ПС71 В2_7;true;11;0;0;1;0;1;true;ПС71 В2_7 Зашунтирован;true;ПС71 В2_7 Не зашунтирован;;;0;0;0;;0;0
vv71_4_5;71;4_5;vv;ПС71 В4_5;ПС71 В4_5;true;11;0;0;1;0;1;true;ПС71 В4_5 Включен;true;ПС71 В4_5 Выключен;;;0;0;0;;0;0
vv71_4_5gr;;;vv;ПС71 В4_5;ПС71 В4_5;true;11;0;0;1;0;1;true;ПС71 В4_5 Заземлен;true;ПС71 В4_5 Не заземлен;;;0;0;0;;0;0
vv71_4_5sh;;;vv;ПС71 В4_5;ПС71 В4_5;true;11;0;0;1;0;1;true;ПС71 В4_5 Зашунтирован;true;ПС71 В4_5 Не зашунтирован;;;0;0;0;;0;0
vv71_3_6;71;3_6;vv;ПС71 В3_6;ПС71 В3_6;true;11;0;0;1;0;1;true;ПС71 В3_6 Включен;true;ПС71 В3_6 Выключен;;;0;0;0;;0;0
vv71_3_6gr;;;vv;ПС71 В3_6;ПС71 В3_6;true;11;0;0;1;0;1;true;ПС71 В3_6 Заземлен;true;ПС71 В3_6 Не заземлен;;;0;0;0;;0;0
vv71_3_6sh;;;vv;ПС71 В3_6;ПС71 В3_6;true;11;0;0;1;0;1;true;ПС71 В3_6 Зашунтирован;true;ПС71 В3_6 Не зашунтирован;;;0;0;0;;0;0
vv515_3;515;3;vv;ПС515 В3;ПС515 В3;true;11;0;0;1;0;1;true;ПС515 В3 Включен;true;ПС515 В3 Выключен;;;0;0;0;;0;0
vv515_3gr;;;vv;ПС515 В3;ПС515 В3;true;11;0;0;1;0;1;true;ПС515 В3 Заземлен;true;ПС515 В3 Не заземлен;;;0;0;0;;0;0
vv515_3sh;;;vv;ПС515 В3;ПС515 В3;true;11;0;0;1;0;1;true;ПС515 В3 Зашунтирован;true;ПС515 В3 Не зашунтирован;;;0;0;0;;0;0
vv515_4;515;4;vv;ПС515 В4;ПС515 В4;true;11;0;0;1;0;1;true;ПС515 В4 Включен;true;ПС515 В4 Выключен;;;0;0;0;;0;0
vv515_4gr;;;vv;ПС515 В4;ПС515 В4;true;11;0;0;1;0;1;true;ПС515 В4 Заземлен;true;ПС515 В4 Не заземлен;;;0;0;0;;0;0
vv515_4sh;;;vv;ПС515 В4;ПС515 В4;true;11;0;0;1;0;1;true;ПС515 В4 Зашунтирован;true;ПС515 В4 Не зашунтирован;;;0;0;0;;0;0
vv515_5;515;5;vv;ПС515 В5;ПС515 В5;true;11;0;0;1;0;1;true;ПС515 В5 Включен;true;ПС515 В5 Выключен;;;0;0;0;;0;0
vv515_5gr;;;vv;ПС515 В5;ПС515 В5;true;11;0;0;1;0;1;true;ПС515 В5 Заземлен;true;ПС515 В5 Не заземлен;;;0;0;0;;0;0
vv515_5sh;;;vv;ПС515 В5;ПС515 В5;true;11;0;0;1;0;1;true;ПС515 В5 Зашунтирован;true;ПС515 В5 Не зашунтирован;;;0;0;0;;0;0
vv515_8;515;8;vv;ПС515 В8;ПС515 В8;true;11;0;0;1;0;1;true;ПС515 В8 Включен;true;ПС515 В8 Выключен;;;0;0;0;;0;0
vv515_8gr;;;vv;ПС515 В8;ПС515 В8;true;11;0;0;1;0;1;true;ПС515 В8 Заземлен;true;ПС515 В8 Не заземлен;;;0;0;0;;0;0
vv515_8sh;;;vv;ПС515 В8;ПС515 В8;true;11;0;0;1;0;1;true;ПС515 В8 Зашунтирован;true;ПС515 В8 Не зашунтирован;;;0;0;0;;0;0
vv515_19;515;19;vv;ПС515 В19;ПС515 В19;true;11;0;0;1;0;1;true;ПС515 В19 Включен;true;ПС515 В19 Выключен;;;0;0;0;;0;0
vv515_19gr;;;vv;ПС515 В19;ПС515 В19;true;11;0;0;1;0;1;true;ПС515 В19 Заземлен;true;ПС515 В19 Не заземлен;;;0;0;0;;0;0
vv515_19sh;;;vv;ПС515 В19;ПС515 В19;true;11;0;0;1;0;1;true;ПС515 В19 Зашунтирован;true;ПС515 В19 Не зашунтирован;;;0;0;0;;0;0
vv515_18;515;18;vv;ПС515 В18;ПС515 В18;true;11;0;0;1;0;1;true;ПС515 В18 Включен;true;ПС515 В18 Выключен;;;0;0;0;;0;0
vv515_18gr;;;vv;ПС515 В18;ПС515 В18;true;11;0;0;1;0;1;true;ПС515 В18 Заземлен;true;ПС515 В18 Не заземлен;;;0;0;0;;0;0
vv515_18sh;;;vv;ПС515 В18;ПС515 В18;true;11;0;0;1;0;1;true;ПС515 В18 Зашунтирован;true;ПС515 В18 Не зашунтирован;;;0;0;0;;0;0
vv515_17;515;17;vv;ПС515 В17;ПС515 В17;true;11;0;0;1;0;1;true;ПС515 В17 Включен;true;ПС515 В17 Выключен;;;0;0;0;;0;0
vv515_17gr;;;vv;ПС515 В17;ПС515 В17;true;11;0;0;1;0;1;true;ПС515 В17 Заземлен;true;ПС515 В17 Не заземлен;;;0;0;0;;0;0
vv515_17sh;;;vv;ПС515 В17;ПС515 В17;true;11;0;0;1;0;1;true;ПС515 В17 Зашунтирован;true;ПС515 В17 Не зашунтирован;;;0;0;0;;0;0
vv515_14;515;14;vv;ПС515 В14;ПС515 В14;true;11;0;0;1;0;1;true;ПС515 В14 Включен;true;ПС515 В14 Выключен;;;0;0;0;;0;0
vv515_14gr;;;vv;ПС515 В14;ПС515 В14;true;11;0;0;1;0;1;true;ПС515 В14 Заземлен;true;ПС515 В14 Не заземлен;;;0;0;0;;0;0
vv515_14sh;;;vv;ПС515 В14;ПС515 В14;true;11;0;0;1;0;1;true;ПС515 В14 Зашунтирован;true;ПС515 В14 Не зашунтирован;;;0;0;0;;0;0
vv500_3;500;3;vv;ПС500 В3;ПС500 В3;true;11;0;0;1;0;1;true;ПС500 В3 Включен;true;ПС500 В3 Выключен;;;0;0;0;;0;0
vv500_3gr;;;vv;ПС500 В3;ПС500 В3;true;11;0;0;1;0;1;true;ПС500 В3 Заземлен;true;ПС500 В3 Не заземлен;;;0;0;0;;0;0
vv500_3sh;;;vv;ПС500 В3;ПС500 В3;true;11;0;0;1;0;1;true;ПС500 В3 Зашунтирован;true;ПС500 В3 Не зашунтирован;;;0;0;0;;0;0
vv500_4;500;4;vv;ПС500 В4;ПС500 В4;true;11;0;0;1;0;1;true;ПС500 В4 Включен;true;ПС500 В4 Выключен;;;0;0;0;;0;0
vv500_4gr;;;vv;ПС500 В4;ПС500 В4;true;11;0;0;1;0;1;true;ПС500 В4 Заземлен;true;ПС500 В4 Не заземлен;;;0;0;0;;0;0
vv500_4sh;;;vv;ПС500 В4;ПС500 В4;true;11;0;0;1;0;1;true;ПС500 В4 Зашунтирован;true;ПС500 В4 Не зашунтирован;;;0;0;0;;0;0
vv500_5;500;5;vv;ПС500 В5;ПС500 В5;true;11;0;0;1;0;1;true;ПС500 В5 Включен;true;ПС500 В5 Выключен;;;0;0;0;;0;0
vv500_5gr;;;vv;ПС500 В5;ПС500 В5;true;11;0;0;1;0;1;true;ПС500 В5 Заземлен;true;ПС500 В5 Не заземлен;;;0;0;0;;0;0
vv500_5sh;;;vv;ПС500 В5;ПС500 В5;true;11;0;0;1;0;1;true;ПС500 В5 Зашунтирован;true;ПС500 В5 Не зашунтирован;;;0;0;0;;0;0
vv500_6;500;6;vv;ПС500 В6;ПС500 В6;true;11;0;0;1;0;1;true;ПС500 В6 Включен;true;ПС500 В6 Выключен;;;0;0;0;;0;0
vv500_6gr;;;vv;ПС500 В6;ПС500 В6;true;11;0;0;1;0;1;true;ПС500 В6 Заземлен;true;ПС500 В6 Не заземлен;;;0;0;0;;0;0
vv500_6sh;;;vv;ПС500 В6;ПС500 В6;true;11;0;0;1;0;1;true;ПС500 В6 Зашунтирован;true;ПС500 В6 Не зашунтирован;;;0;0;0;;0;0
vv500_7;500;7;vv;ПС500 В7;ПС500 В7;true;11;0;0;1;0;1;true;ПС500 В7 Включен;true;ПС500 В7 Выключен;;;0;0;0;;0;0
vv500_7gr;;;vv;ПС500 В7;ПС500 В7;true;11;0;0;1;0;1;true;ПС500 В7 Заземлен;true;ПС500 В7 Не заземлен;;;0;0;0;;0;0
vv500_7sh;;;vv;ПС500 В7;ПС500 В7;true;11;0;0;1;0;1;true;ПС500 В7 Зашунтирован;true;ПС500 В7 Не зашунтирован;;;0;0;0;;0;0
vv500_14;500;14;vv;ПС500 В14;ПС500 В14;true;11;0;0;1;0;1;true;ПС500 В14 Включен;true;ПС500 В14 Выключен;;;0;0;0;;0;0
vv500_14gr;;;vv;ПС500 В14;ПС500 В14;true;11;0;0;1;0;1;true;ПС500 В14 Заземлен;true;ПС500 В14 Не заземлен;;;0;0;0;;0;0
vv500_14sh;;;vv;ПС500 В14;ПС500 В14;true;11;0;0;1;0;1;true;ПС500 В14 Зашунтирован;true;ПС500 В14 Не зашунтирован;;;0;0;0;;0;0
vv500_15;500;15;vv;ПС500 В15;ПС500 В15;true;11;0;0;1;0;1;true;ПС500 В15 Включен;true;ПС500 В15 Выключен;;;0;0;0;;0;0
vv500_15gr;;;vv;ПС500 В15;ПС500 В15;true;11;0;0;1;0;1;true;ПС500 В15 Заземлен;true;ПС500 В15 Не заземлен;;;0;0;0;;0;0
vv500_15sh;;;vv;ПС500 В15;ПС500 В15;true;11;0;0;1;0;1;true;ПС500 В15 Зашунтирован;true;ПС500 В15 Не зашунтирован;;;0;0;0;;0;0
vv500_16;500;16;vv;ПС500 В16;ПС500 В16;true;11;0;0;1;0;1;true;ПС500 В16 Включен;true;ПС500 В16 Выключен;;;0;0;0;;0;0
vv500_16gr;;;vv;ПС500 В16;ПС500 В16;true;11;0;0;1;0;1;true;ПС500 В16 Заземлен;true;ПС500 В16 Не заземлен;;;0;0;0;;0;0
vv500_16sh;;;vv;ПС500 В16;ПС500 В16;true;11;0;0;1;0;1;true;ПС500 В16 Зашунтирован;true;ПС500 В16 Не зашунтирован;;;0;0;0;;0;0
vv500_17;500;17;vv;ПС500 В17;ПС500 В17;true;11;0;0;1;0;1;true;ПС500 В17 Включен;true;ПС500 В17 Выключен;;;0;0;0;;0;0
vv500_17gr;;;vv;ПС500 В17;ПС500 В17;true;11;0;0;1;0;1;true;ПС500 В17 Заземлен;true;ПС500 В17 Не заземлен;;;0;0;0;;0;0
vv500_17sh;;;vv;ПС500 В17;ПС500 В17;true;11;0;0;1;0;1;true;ПС500 В17 Зашунтирован;true;ПС500 В17 Не зашунтирован;;;0;0;0;;0;0
vv500_18;500;18;vv;ПС500 В18;ПС500 В18;true;11;0;0;1;0;1;true;ПС500 В18 Включен;true;ПС500 В18 Выключен;;;0;0;0;;0;0
vv500_18gr;;;vv;ПС500 В18;ПС500 В18;true;11;0;0;1;0;1;true;ПС500 В18 Заземлен;true;ПС500 В18 Не заземлен;;;0;0;0;;0;0
vv500_18sh;;;vv;ПС500 В18;ПС500 В18;true;11;0;0;1;0;1;true;ПС500 В18 Зашунтирован;true;ПС500 В18 Не зашунтирован;;;0;0;0;;0;0
